# radius density temp he4 c12 o16
410
 9.53354553e+05  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.20112089e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.51330390e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.90664947e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.47902005e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.86591221e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 3.35717628e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 4.05014960e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 4.98190244e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 6.19802880e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 7.75902863e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 8.86310743e+06  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.08009500e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.29683683e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.57972219e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.91011507e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.35416713e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.70675384e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 3.22316022e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 4.07269787e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 4.90079626e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 5.79236805e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 6.78020092e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 7.32297953e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 8.03278108e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 8.57926051e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 8.83031805e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 9.24440117e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 9.73722641e+07  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.02354183e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.04940421e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.08490036e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.10950360e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.14764067e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.18281717e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.22160964e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.24751382e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.28210643e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.32092276e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.34597159e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.36398639e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.39283800e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.41083055e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.44506650e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.46219036e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.48973464e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.51726875e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.53346651e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.56345831e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.59097125e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.61690645e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.64841312e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.67153557e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.69360664e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.71959071e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.73793534e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.76209175e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.78931113e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.80121597e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.82479563e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.83846721e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.86567126e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.88362383e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.90803916e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.93551662e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.95536323e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.97944269e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 1.99985824e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.02311096e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.04445916e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.05924189e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.08223040e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.09457850e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.11611591e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.13407249e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.15552075e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.17396352e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.19361817e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.21029326e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.22860343e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.24360278e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.26157444e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.27485392e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.29669915e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.31097533e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.33475605e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.35242075e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.37753770e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.40223786e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.41577496e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.44145554e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.46171693e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
 2.47522293e+08  1.0e+07  1.0e+08  0.0000e+00 0.5 0.5
