# radius density temp he4 c12 o16
560
 9.53354553e+05  3.59652156e+07  1.06543110e+08  0.00000000e+00  3.57029982e-01  6.18880168e-01
 1.20112089e+06  3.59646691e+07  1.06542956e+08  0.00000000e+00  3.57029982e-01  6.18880168e-01
 1.51330390e+06  3.59640186e+07  1.06542773e+08  0.00000000e+00  3.57029924e-01  6.18880138e-01
 1.90664947e+06  3.59629859e+07  1.06542481e+08  0.00000000e+00  3.57029847e-01  6.18880097e-01
 2.47902005e+06  3.59611302e+07  1.06541958e+08  0.00000000e+00  3.57029847e-01  6.18880097e-01
 2.86591221e+06  3.59591164e+07  1.06541390e+08  0.00000000e+00  3.57029847e-01  6.18880097e-01
 3.35717628e+06  3.59567458e+07  1.06540722e+08  0.00000000e+00  3.57029656e-01  6.18879994e-01
 4.05014960e+06  3.59529055e+07  1.06539639e+08  0.00000000e+00  3.57029376e-01  6.18879841e-01
 4.98190244e+06  3.59465390e+07  1.06537844e+08  0.00000000e+00  3.57029376e-01  6.18879841e-01
 6.19802880e+06  3.59361880e+07  1.06534925e+08  0.00000000e+00  3.57028979e-01  6.18879621e-01
 7.75902863e+06  3.59195490e+07  1.06530233e+08  0.00000000e+00  3.57028979e-01  6.18879621e-01
 8.86310743e+06  3.59018299e+07  1.06525236e+08  0.00000000e+00  3.57028400e-01  6.18879299e-01
 1.08009500e+07  3.58750045e+07  1.06517671e+08  0.00000000e+00  3.57028400e-01  6.18879299e-01
 1.29683683e+07  3.58338339e+07  1.06506060e+08  0.00000000e+00  3.57027803e-01  6.18878969e-01
 1.57972219e+07  3.57720032e+07  1.06488619e+08  0.00000000e+00  3.57027154e-01  6.18878607e-01
 1.91011507e+07  3.56816306e+07  1.06463123e+08  0.00000000e+00  3.57027154e-01  6.18878607e-01
 2.35416713e+07  3.55400948e+07  1.06423184e+08  0.00000000e+00  3.57026350e-01  6.18878156e-01
 2.70675384e+07  3.53786837e+07  1.06377606e+08  0.00000000e+00  3.57025772e-01  6.18877832e-01
 3.22316022e+07  3.51571700e+07  1.06315048e+08  0.00000000e+00  3.57025190e-01  6.18877501e-01
 4.07269787e+07  3.47279942e+07  1.06193832e+08  0.00000000e+00  3.57024270e-01  6.18876976e-01
 4.90079626e+07  3.41391043e+07  1.06027309e+08  0.00000000e+00  3.57024270e-01  6.18876976e-01
 5.79236805e+07  3.34196939e+07  1.05823790e+08  0.00000000e+00  3.57024270e-01  6.18876976e-01
 6.78020092e+07  3.25160223e+07  1.05568193e+08  0.00000000e+00  3.57024270e-01  6.18876976e-01
 7.32297953e+07  3.17494583e+07  1.05351350e+08  0.00000000e+00  3.57023109e-01  6.18876311e-01
 8.03278108e+07  3.10322119e+07  1.05149105e+08  0.00000000e+00  3.57023109e-01  6.18876311e-01
