# Radius dens temp c12 ne22
400
 2.00000000e+04  1.45860000e+07  2.13923109e+08 0.5 0.0
 1.66406015e+06  1.45860000e+07  2.13923109e+08 0.5 0.0
 3.30812030e+06  1.45837462e+07  2.14388801e+08 0.5 0.0
 4.95218045e+06  1.45811925e+07  2.14011029e+08 0.5 0.0
 6.59624060e+06  1.45771972e+07  2.14139803e+08 0.5 0.0
 8.24030075e+06  1.45722160e+07  2.13885204e+08 0.5 0.0
 9.88436090e+06  1.45659185e+07  2.13735372e+08 0.5 0.0
 1.15284211e+07  1.45586169e+07  2.13893787e+08 0.5 0.0
 1.31724812e+07  1.45499846e+07  2.13708782e+08 0.5 0.0
 1.48165414e+07  1.45402745e+07  2.13648684e+08 0.5 0.0
 1.64606015e+07  1.45296911e+07  2.13542855e+08 0.5 0.0
 1.81046617e+07  1.45182608e+07  2.13365754e+08 0.5 0.0
 1.97487218e+07  1.45052039e+07  2.13232883e+08 0.5 0.0
 2.13927820e+07  1.44916371e+07  2.13079473e+08 0.5 0.0
 2.30368421e+07  1.44763900e+07  2.12784169e+08 0.5 0.0
 2.46809023e+07  1.44604899e+07  2.12601878e+08 0.5 0.0
 2.63249624e+07  1.44426616e+07  2.12753316e+08 0.5 0.0
 2.79690226e+07  1.44244560e+07  2.12917159e+08 0.5 0.0
 2.96130827e+07  1.44045039e+07  2.13138430e+08 0.5 0.0
 3.12571429e+07  1.43845517e+07  2.13359701e+08 0.5 0.0
 3.29012030e+07  1.43626027e+07  2.12965113e+08 0.5 0.0
 3.45452632e+07  1.43404852e+07  2.12518591e+08 0.5 0.0
 3.61893233e+07  1.43169591e+07  2.12187527e+08 0.5 0.0
 3.78333835e+07  1.42919111e+07  2.11981186e+08 0.5 0.0
 3.94774436e+07  1.42668630e+07  2.11774845e+08 0.5 0.0
 4.11215038e+07  1.42394220e+07  2.11605864e+08 0.5 0.0
 4.27655639e+07  1.42115446e+07  2.11443694e+08 0.5 0.0
 4.44096241e+07  1.41836309e+07  2.11283835e+08 0.5 0.0
 4.60536842e+07  1.41527102e+07  2.11315202e+08 0.5 0.0
 4.76977444e+07  1.41217895e+07  2.11346570e+08 0.5 0.0
 4.93418045e+07  1.40908688e+07  2.11377937e+08 0.5 0.0
 5.09858647e+07  1.40568356e+07  2.11292777e+08 0.5 0.0
 5.26299248e+07  1.40227125e+07  2.11204249e+08 0.5 0.0
 5.42739850e+07  1.39885893e+07  2.11115720e+08 0.5 0.0
 5.59180451e+07  1.39522859e+07  2.10829172e+08 0.5 0.0
 5.75621053e+07  1.39151304e+07  2.10465225e+08 0.5 0.0
 5.92061654e+07  1.38779749e+07  2.10101278e+08 0.5 0.0
 6.08502256e+07  1.38399796e+07  2.09811291e+08 0.5 0.0
 6.24942857e+07  1.37994256e+07  2.09746670e+08 0.5 0.0
 6.41383459e+07  1.37588716e+07  2.09682050e+08 0.5 0.0
 6.57824060e+07  1.37183176e+07  2.09617429e+08 0.5 0.0
 6.74264662e+07  1.36760241e+07  2.09303069e+08 0.5 0.0
 6.90705263e+07  1.36322977e+07  2.08782984e+08 0.5 0.0
 7.07145865e+07  1.35885714e+07  2.08262899e+08 0.5 0.0
 7.23586466e+07  1.35448450e+07  2.07742814e+08 0.5 0.0
 7.40027068e+07  1.34988535e+07  2.07498934e+08 0.5 0.0
 7.56467669e+07  1.34514425e+07  2.07428136e+08 0.5 0.0
 7.72908271e+07  1.34040315e+07  2.07357337e+08 0.5 0.0
 7.89348872e+07  1.33566205e+07  2.07286539e+08 0.5 0.0
 8.05789474e+07  1.33078170e+07  2.07058926e+08 0.5 0.0
 8.22230075e+07  1.32572305e+07  2.06630526e+08 0.5 0.0
 8.38670677e+07  1.32066441e+07  2.06202126e+08 0.5 0.0
 8.55111278e+07  1.31560576e+07  2.05773726e+08 0.5 0.0
 8.71551880e+07  1.31054338e+07  2.05347923e+08 0.5 0.0
 8.87992481e+07  1.30512786e+07  2.05168030e+08 0.5 0.0
 9.04433083e+07  1.29971233e+07  2.04988137e+08 0.5 0.0
 9.20873684e+07  1.29429680e+07  2.04808244e+08 0.5 0.0
 9.37314286e+07  1.28888128e+07  2.04628351e+08 0.5 0.0
 9.53754887e+07  1.28336139e+07  2.04392007e+08 0.5 0.0
 9.70195489e+07  1.27761997e+07  2.04035837e+08 0.5 0.0
 9.86636090e+07  1.27187855e+07  2.03679667e+08 0.5 0.0
 1.00307669e+08  1.26613713e+07  2.03323497e+08 0.5 0.0
 1.01951729e+08  1.26039571e+07  2.02967326e+08 0.5 0.0
 1.03595789e+08  1.25454826e+07  2.02610567e+08 0.5 0.0
 1.05239850e+08  1.24850924e+07  2.02252743e+08 0.5 0.0
 1.06883910e+08  1.24247023e+07  2.01894919e+08 0.5 0.0
 1.08527970e+08  1.23643121e+07  2.01537095e+08 0.5 0.0
 1.10172030e+08  1.23039220e+07  2.01179271e+08 0.5 0.0
 1.11816090e+08  1.22432035e+07  2.00813790e+08 0.5 0.0
 1.13460150e+08  1.21797486e+07  2.00384478e+08 0.5 0.0
 1.15104211e+08  1.21162936e+07  1.99955166e+08 0.5 0.0
 1.16748271e+08  1.20528387e+07  1.99525854e+08 0.5 0.0
 1.18392331e+08  1.19893837e+07  1.99096541e+08 0.5 0.0
 1.20036391e+08  1.19259288e+07  1.98667229e+08 0.5 0.0
 1.21680451e+08  1.18609912e+07  1.98320775e+08 0.5 0.0
 1.23324511e+08  1.17948880e+07  1.98039460e+08 0.5 0.0
 1.24968571e+08  1.17287849e+07  1.97758145e+08 0.5 0.0
 1.26612632e+08  1.16626818e+07  1.97476829e+08 0.5 0.0
 1.28256692e+08  1.15965786e+07  1.97195514e+08 0.5 0.0
 1.29900752e+08  1.15304755e+07  1.96914199e+08 0.5 0.0
 1.31544812e+08  1.14628736e+07  1.96476275e+08 0.5 0.0
 1.33188872e+08  1.13945992e+07  1.95968075e+08 0.5 0.0
 1.34832932e+08  1.13263248e+07  1.95459874e+08 0.5 0.0
 1.36476992e+08  1.12580505e+07  1.94951673e+08 0.5 0.0
 1.38121053e+08  1.11897761e+07  1.94443472e+08 0.5 0.0
 1.39765113e+08  1.11215017e+07  1.93935271e+08 0.5 0.0
 1.41409173e+08  1.10522722e+07  1.93463330e+08 0.5 0.0
 1.43053233e+08  1.09820080e+07  1.93030669e+08 0.5 0.0
 1.44697293e+08  1.09117438e+07  1.92598008e+08 0.5 0.0
 1.46341353e+08  1.08414796e+07  1.92165346e+08 0.5 0.0
 1.47985414e+08  1.07712154e+07  1.91732685e+08 0.5 0.0
 1.49629474e+08  1.07009513e+07  1.91300024e+08 0.5 0.0
 1.51273534e+08  1.06306871e+07  1.90867363e+08 0.5 0.0
 1.52917594e+08  1.05590962e+07  1.90424003e+08 0.5 0.0
 1.54561654e+08  1.04873659e+07  1.89979518e+08 0.5 0.0
 1.56205714e+08  1.04156355e+07  1.89535034e+08 0.5 0.0
 1.57849774e+08  1.03439051e+07  1.89090549e+08 0.5 0.0
 1.59493835e+08  1.02721748e+07  1.88646064e+08 0.5 0.0
 1.61137895e+08  1.02004444e+07  1.88201580e+08 0.5 0.0
 1.62781955e+08  1.01287140e+07  1.87757095e+08 0.5 0.0
 1.64426015e+08  1.00562235e+07  1.87197395e+08 0.5 0.0
 1.66070075e+08  9.98367951e+06  1.86629591e+08 0.5 0.0
 1.67714135e+08  9.91113552e+06  1.86061786e+08 0.5 0.0
 1.69358195e+08  9.83859154e+06  1.85493982e+08 0.5 0.0
 1.71002256e+08  9.76604755e+06  1.84926178e+08 0.5 0.0
 1.72646316e+08  9.69350357e+06  1.84358373e+08 0.5 0.0
 1.74290376e+08  9.62095958e+06  1.83790569e+08 0.5 0.0
 1.75934436e+08  9.54820745e+06  1.83251251e+08 0.5 0.0
 1.77578496e+08  9.47527212e+06  1.82737006e+08 0.5 0.0
 1.79222556e+08  9.40233678e+06  1.82222760e+08 0.5 0.0
 1.80866617e+08  9.32940145e+06  1.81708515e+08 0.5 0.0
 1.82510677e+08  9.25646612e+06  1.81194270e+08 0.5 0.0
 1.84154737e+08  9.18353079e+06  1.80680024e+08 0.5 0.0
 1.85798797e+08  9.11059545e+06  1.80165779e+08 0.5 0.0
 1.87442857e+08  9.03766012e+06  1.79651534e+08 0.5 0.0
 1.89086917e+08  8.96501915e+06  1.79123646e+08 0.5 0.0
 1.90730977e+08  8.89253321e+06  1.78588574e+08 0.5 0.0
 1.92375038e+08  8.82004726e+06  1.78053502e+08 0.5 0.0
 1.94019098e+08  8.74756131e+06  1.77518430e+08 0.5 0.0
 1.95663158e+08  8.67507537e+06  1.76983358e+08 0.5 0.0
 1.97307218e+08  8.60258942e+06  1.76448286e+08 0.5 0.0
 1.98951278e+08  8.53010347e+06  1.75913214e+08 0.5 0.0
 2.00595338e+08  8.45761752e+06  1.75378142e+08 0.5 0.0
 2.02239398e+08  8.38538049e+06  1.74836566e+08 0.5 0.0
